A retail sales dataset adapted from UCL (https://archive.ics.uci.edu/dataset/352/online+retail),,,,,,,
"#InvoiceNo: a 6-digit integral number uniquely assigned to each transaction. If this code starts with letter 'c', it indicates a cancellation",,,,,,,
#StockCode: a 5-digit integral number uniquely assigned to each distinct product,,,,,,,
#Description: product name,,,,,,,
#Quantity: the quantities of each product (item) per transaction,,,,,,,
#InvoiceDate: the day and time when each transaction was generated,,,,,,,
#UnitPrice: product price per unit,,,,,,,
#CustomerID: a 5-digit integral number uniquely assigned to each customer,,,,,,,
#Country: the name of the country where each customer resides,,,,,,,
,,,,,,,
InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
544586,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2/21/11 15:04,7.95,17338,United Kingdom
544586,22690,DOORMAT HOME SWEET HOME BLUE ,2,2/21/11 15:04,7.95,17338,United Kingdom
544586,48187,DOORMAT NEW ENGLAND,1,2/21/11 15:04,7.95,17338,United Kingdom
544586,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2/21/11 15:04,7.95,17338,United Kingdom
544586,15056BL,EDWARDIAN PARASOL BLACK,1,2/21/11 15:04,5.95,17338,United Kingdom
544586,20679,EDWARDIAN PARASOL RED,1,2/21/11 15:04,5.95,17338,United Kingdom
544586,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,2/21/11 15:04,5.95,17338,United Kingdom
544586,85014B,RED RETROSPOT UMBRELLA,2,2/21/11 15:04,5.95,17338,United Kingdom
544586,22378,WALL TIDY RETROSPOT ,4,2/21/11 15:04,2.1,17338,United Kingdom
544586,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,4,2/21/11 15:04,1.25,17338,United Kingdom
544586,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,4,2/21/11 15:04,1.25,17338,United Kingdom
544586,22757,LARGE RED BABUSHKA NOTEBOOK ,3,2/21/11 15:04,1.25,17338,United Kingdom
544586,22748,POPPY'S PLAYHOUSE KITCHEN,1,2/21/11 15:04,2.1,17338,United Kingdom
544586,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2/21/11 15:04,2.1,17338,United Kingdom
544586,22746,POPPY'S PLAYHOUSE LIVINGROOM ,4,2/21/11 15:04,2.1,17338,United Kingdom
544586,22747,POPPY'S PLAYHOUSE BATHROOM,4,2/21/11 15:04,2.1,17338,United Kingdom
544586,22748,POPPY'S PLAYHOUSE KITCHEN,4,2/21/11 15:04,2.1,17338,United Kingdom
544586,21027,NINJA RABBIT PINK,4,2/21/11 15:04,1.25,17338,United Kingdom
544586,21031,SPACE CADET BLACK,3,2/21/11 15:04,1.25,17338,United Kingdom
544586,22436,12 COLOURED PARTY BALLOONS,9,2/21/11 15:04,0.65,17338,United Kingdom
544586,22440,BALLOON WATER BOMB PACK OF 35,10,2/21/11 15:04,0.42,17338,United Kingdom
544586,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2/21/11 15:04,2.95,17338,United Kingdom
544586,22766,PHOTO FRAME CORNICE,4,2/21/11 15:04,2.95,17338,United Kingdom
544586,22912,YELLOW COAT RACK PARIS FASHION,2,2/21/11 15:04,4.95,17338,United Kingdom
544586,22913,RED COAT RACK PARIS FASHION,2,2/21/11 15:04,4.95,17338,United Kingdom
544586,22914,BLUE COAT RACK PARIS FASHION,2,2/21/11 15:04,4.95,17338,United Kingdom
544586,84406B,CREAM CUPID HEARTS COAT HANGER,6,2/21/11 15:04,4.15,17338,United Kingdom
544586,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2/21/11 15:04,2.95,17338,United Kingdom
544586,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3,2/21/11 15:04,2.95,17338,United Kingdom
544586,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2/21/11 15:04,1.65,17338,United Kingdom
544586,79000,MOROCCAN TEA GLASS,12,2/21/11 15:04,0.85,17338,United Kingdom
544586,21165,BEWARE OF THE CAT METAL SIGN ,23,2/21/11 15:04,1.69,17338,United Kingdom
544586,85152,HAND OVER THE CHOCOLATE   SIGN ,5,2/21/11 15:04,2.1,17338,United Kingdom
544586,21164,HOME SWEET HOME METAL SIGN ,4,2/21/11 15:04,2.95,17338,United Kingdom
544586,22413,METAL SIGN TAKE IT OR LEAVE IT ,3,2/21/11 15:04,2.95,17338,United Kingdom
544586,21166,COOK WITH WINE METAL SIGN ,2,2/21/11 15:04,2.08,17338,United Kingdom
544586,21181,PLEASE ONE PERSON METAL SIGN,2,2/21/11 15:04,2.1,17338,United Kingdom
544586,21165,BEWARE OF THE CAT METAL SIGN ,6,2/21/11 15:04,1.69,17338,United Kingdom
544586,85034A,3 GARDENIA MORRIS BOXED CANDLES,2,2/21/11 15:04,4.25,17338,United Kingdom
544586,21272,SALLE DE BAIN HOOK,4,2/21/11 15:04,1.25,17338,United Kingdom
544586,21902,"KEY FOB , FRONT  DOOR ",6,2/21/11 15:04,0.65,17338,United Kingdom
544586,21899,"KEY FOB , GARAGE DESIGN",3,2/21/11 15:04,0.65,17338,United Kingdom
544586,21158,MOODY GIRL DOOR HANGER ,3,2/21/11 15:04,1.45,17338,United Kingdom
544586,21161,KEEP OUT BOYS DOOR HANGER ,2,2/21/11 15:04,1.45,17338,United Kingdom
544586,21159,MOODY BOY  DOOR HANGER ,3,2/21/11 15:04,1.45,17338,United Kingdom
544586,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",3,2/21/11 15:04,0.85,17338,United Kingdom
544586,20777,CHRYSANTHEMUM NOTEBOOK,6,2/21/11 15:04,1.65,17338,United Kingdom
544586,20765,CHRYSANTHEMUM SKETCHBOOK ,4,2/21/11 15:04,3.75,17338,United Kingdom
544586,21812,GARLAND WITH HEARTS AND BELLS,6,2/21/11 15:04,4.95,17338,United Kingdom
544586,22292,HANGING CHICK  YELLOW DECORATION,24,2/21/11 15:04,1.45,17338,United Kingdom
544586,22482,BLUE TEA TOWEL CLASSIC DESIGN,6,2/21/11 15:04,1.25,17338,United Kingdom
544586,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4,2/21/11 15:04,2.95,17338,United Kingdom
544586,20754,RETROSPOT RED WASHING UP GLOVES,3,2/21/11 15:04,2.1,17338,United Kingdom
544586,22558,CLOTHES PEGS RETROSPOT PACK 24 ,4,2/21/11 15:04,1.49,17338,United Kingdom
544586,21843,RED RETROSPOT CAKE STAND,3,2/21/11 15:04,10.95,17338,United Kingdom
544586,22471,TV DINNER TRAY AIR HOSTESS ,1,2/21/11 15:04,4.95,17338,United Kingdom
544586,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2/21/11 15:04,3.75,17338,United Kingdom
544586,22471,TV DINNER TRAY AIR HOSTESS ,1,2/21/11 15:04,4.95,17338,United Kingdom
544586,22472,TV DINNER TRAY DOLLY GIRL,2,2/21/11 15:04,4.95,17338,United Kingdom
544586,22474,SPACEBOY TV DINNER TRAY,2,2/21/11 15:04,4.95,17338,United Kingdom
C544587,AMAZONFEE,AMAZON FEE,-1,2/21/11 15:07,5575.28,,United Kingdom
C544589,AMAZONFEE,AMAZON FEE,-1,2/21/11 15:11,5258.77,,United Kingdom
C544590,22215,CAKE STAND WHITE TWO TIER LACE,-1,2/21/11 15:12,8.5,14744,United Kingdom
544591,22899,CHILDREN'S APRON DOLLY GIRL ,6,2/21/11 15:20,2.1,13044,United Kingdom
544591,22551,PLASTERS IN TIN SPACEBOY,12,2/21/11 15:20,1.65,13044,United Kingdom
544591,22625,RED KITCHEN SCALES,2,2/21/11 15:20,8.5,13044,United Kingdom
544591,22585,PACK OF 6 BIRDY GIFT TAGS,12,2/21/11 15:20,1.25,13044,United Kingdom
544591,21900,"KEY FOB , SHED",24,2/21/11 15:20,0.65,13044,United Kingdom
544591,21899,"KEY FOB , GARAGE DESIGN",24,2/21/11 15:20,0.65,13044,United Kingdom
544591,21901,"KEY FOB , BACK DOOR ",24,2/21/11 15:20,0.65,13044,United Kingdom
544591,22921,HERB MARKER CHIVES ,24,2/21/11 15:20,0.65,13044,United Kingdom
544591,22917,HERB MARKER ROSEMARY,24,2/21/11 15:20,0.65,13044,United Kingdom
544591,22919,HERB MARKER MINT,24,2/21/11 15:20,0.65,13044,United Kingdom
544591,22920,HERB MARKER BASIL,24,2/21/11 15:20,0.65,13044,United Kingdom
544591,22918,HERB MARKER PARSLEY,24,2/21/11 15:20,0.65,13044,United Kingdom
544591,22916,HERB MARKER THYME,12,2/21/11 15:20,0.65,13044,United Kingdom
544591,22928,YELLOW GIANT GARDEN THERMOMETER,2,2/21/11 15:20,5.95,13044,United Kingdom
544592,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2/21/11 15:30,6.95,16775,United Kingdom
544592,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2/21/11 15:30,8.95,16775,United Kingdom
544592,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2/21/11 15:30,8.5,16775,United Kingdom
544592,22804,CANDLEHOLDER PINK HANGING HEART,3,2/21/11 15:30,2.95,16775,United Kingdom
544592,22760,"TRAY, BREAKFAST IN BED",6,2/21/11 15:30,10.95,16775,United Kingdom
544592,21462,"NURSERY A,B,C PAINTED LETTERS",1,2/21/11 15:30,6.75,16775,United Kingdom
C544594,47591D,PINK FAIRY CAKE CHILDRENS APRON,-1,2/21/11 16:58,1.95,15079,United Kingdom
544595,47570B,TEA TIME TABLE CLOTH,1,2/21/11 17:28,10.65,,United Kingdom
544595,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2/21/11 17:28,2.95,,United Kingdom
544595,22315,200 RED + WHITE BENDY STRAWS,1,2/21/11 17:28,1.25,,United Kingdom
544596,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2/21/11 17:35,2.95,16441,United Kingdom
544596,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2/21/11 17:35,4.95,16441,United Kingdom
544596,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2/21/11 17:35,1.25,16441,United Kingdom
544596,22792,FLUTED ANTIQUE CANDLE HOLDER,12,2/21/11 17:35,0.85,16441,United Kingdom
544596,21619,4 VANILLA BOTANICAL CANDLES,4,2/21/11 17:35,3.75,16441,United Kingdom
544596,21736,GOLD SCROLL GLASS T-LIGHT HOLDER,12,2/21/11 17:35,2.1,16441,United Kingdom
544596,21314,SMALL GLASS HEART TRINKET POT,4,2/21/11 17:35,2.1,16441,United Kingdom
544596,21820,GLITTER HEART GARLAND WITH BELLS ,6,2/21/11 17:35,3.75,16441,United Kingdom
544596,22971,QUEENS GUARD COFFEE MUG,6,2/21/11 17:35,2.55,16441,United Kingdom
544596,21736,GOLD SCROLL GLASS T-LIGHT HOLDER,6,2/21/11 17:35,2.1,16441,United Kingdom
544596,22294,HEART FILIGREE DOVE  SMALL,24,2/21/11 17:35,1.25,16441,United Kingdom
544596,22295,HEART FILIGREE DOVE LARGE,12,2/21/11 17:35,1.65,16441,United Kingdom
544596,22604,SET OF 4 NAPKIN CHARMS CUTLERY,6,2/21/11 17:35,2.55,16441,United Kingdom
544597,22090,PAPER BUNTING RETROSPOT,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,21204,DAISIES  HONEYCOMB GARLAND ,1,2/21/11 17:42,1.65,16014,United Kingdom
544597,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2/21/11 17:42,0.55,16014,United Kingdom
544597,21231,SWEETHEART CERAMIC TRINKET BOX,4,2/21/11 17:42,1.25,16014,United Kingdom
544597,21790,VINTAGE SNAP CARDS,3,2/21/11 17:42,0.85,16014,United Kingdom
544597,22960,JAM MAKING SET WITH JARS,2,2/21/11 17:42,4.25,16014,United Kingdom
544597,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2/21/11 17:42,1.25,16014,United Kingdom
544597,22548,HEADS AND TAILS SPORTING FUN,1,2/21/11 17:42,1.25,16014,United Kingdom
544597,22550,HOLIDAY FUN LUDO,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,22569,FELTCRAFT CUSHION BUTTERFLY,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,22570,FELTCRAFT CUSHION RABBIT,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,84971S,SMALL HEART FLOWERS HOOK ,3,2/21/11 17:42,0.85,16014,United Kingdom
544597,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1,2/21/11 17:42,2.95,16014,United Kingdom
544597,21112,SWISS ROLL TOWEL PINK  SPOTS,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2,2/21/11 17:42,1.45,16014,United Kingdom
544597,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,2/21/11 17:42,1.45,16014,United Kingdom
544597,22650,CERAMIC PIRATE CHEST MONEY BANK,4,2/21/11 17:42,1.45,16014,United Kingdom
544597,22059,CERAMIC STRAWBERRY DESIGN MUG,2,2/21/11 17:42,1.49,16014,United Kingdom
544597,22443,GROW YOUR OWN HERBS SET OF 3,1,2/21/11 17:42,7.95,16014,United Kingdom
544597,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,2/21/11 17:42,2.1,16014,United Kingdom
544597,22993,SET OF 4 PANTRY JELLY MOULDS,5,2/21/11 17:42,1.25,16014,United Kingdom
544597,22966,GINGERBREAD MAN COOKIE CUTTER,1,2/21/11 17:42,1.25,16014,United Kingdom
544597,20931,BLUE POT PLANT CANDLE ,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,84991,60 TEATIME FAIRY CAKE CASES,2,2/21/11 17:42,0.55,16014,United Kingdom
544597,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2/21/11 17:42,0.55,16014,United Kingdom
544597,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2/21/11 17:42,0.55,16014,United Kingdom
544597,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2/21/11 17:42,2.1,16014,United Kingdom
544597,22966,GINGERBREAD MAN COOKIE CUTTER,1,2/21/11 17:42,1.25,16014,United Kingdom
544597,22898,CHILDRENS APRON APPLES DESIGN,1,2/21/11 17:42,1.95,16014,United Kingdom
544597,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2/21/11 17:42,1.95,16014,United Kingdom
544597,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2/21/11 17:42,1.95,16014,United Kingdom
544597,22899,CHILDREN'S APRON DOLLY GIRL ,1,2/21/11 17:42,2.1,16014,United Kingdom
544597,22938,CUPCAKE LACE PAPER SET 6,3,2/21/11 17:42,1.95,16014,United Kingdom
544597,22961,JAM MAKING SET PRINTED,7,2/21/11 17:42,1.45,16014,United Kingdom
544597,22744,MAKE YOUR OWN MONSOON CARD KIT,2,2/21/11 17:42,2.95,16014,United Kingdom
544597,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3,2/21/11 17:42,2.95,16014,United Kingdom
544597,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2/21/11 17:42,2.1,16014,United Kingdom
544597,21704,BAG 250g SWIRLY MARBLES,3,2/21/11 17:42,0.85,16014,United Kingdom
544597,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2/21/11 17:42,2.95,16014,United Kingdom
544597,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2/21/11 17:42,3.95,16014,United Kingdom
544597,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2/21/11 17:42,9.95,16014,United Kingdom
544597,22505,MEMO BOARD COTTAGE DESIGN,1,2/21/11 17:42,4.95,16014,United Kingdom
544597,22272,FELTCRAFT DOLL MARIA,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,22273,FELTCRAFT DOLL MOLLY,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,22274,FELTCRAFT DOLL EMILY,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,22271,FELTCRAFT DOLL ROSIE,1,2/21/11 17:42,2.95,16014,United Kingdom
544597,22568,FELTCRAFT CUSHION OWL,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,22569,FELTCRAFT CUSHION BUTTERFLY,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,22570,FELTCRAFT CUSHION RABBIT,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,84898F,YELLOW FLOWERS FELT HANDBAG KIT,1,2/21/11 17:42,2.1,16014,United Kingdom
544597,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2/21/11 17:42,2.95,16014,United Kingdom
544597,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2/21/11 17:42,2.95,16014,United Kingdom
544597,22799,SWEETHEART WIRE FRUIT BOWL,1,2/21/11 17:42,8.5,16014,United Kingdom
544597,21888,BINGO SET,1,2/21/11 17:42,3.75,16014,United Kingdom
544597,22189,CREAM HEART CARD HOLDER,1,2/21/11 17:42,3.95,16014,United Kingdom
544597,22283,6 EGG HOUSE PAINTED WOOD,2,2/21/11 17:42,7.95,16014,United Kingdom
544597,22822,CREAM WALL PLANTER HEART SHAPED,2,2/21/11 17:42,5.95,16014,United Kingdom
544598,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,2/21/11 18:10,8.29,,United Kingdom
544598,84832,ZINC WILLIE WINKIE  CANDLE STICK,2,2/21/11 18:10,1.63,,United Kingdom
544598,84912B,GREEN ROSE WASHBAG,1,2/21/11 18:10,3.29,,United Kingdom
544598,84913A,SOFT PINK ROSE TOWEL ,2,2/21/11 18:10,3.29,,United Kingdom
544598,84913B,MINT GREEN ROSE TOWEL,1,2/21/11 18:10,3.29,,United Kingdom
544598,90201D,GREEN ENAMEL FLOWER RING,1,2/21/11 18:10,2.9,,United Kingdom
544598,DOT,DOTCOM POSTAGE,1,2/21/11 18:10,144.15,,United Kingdom
544598,15044B,BLUE PAPER PARASOL ,1,2/21/11 18:10,5.79,,United Kingdom
544598,20679,EDWARDIAN PARASOL RED,1,2/21/11 18:10,12.46,,United Kingdom
544598,20707,CRAZY DAISY HEART DECORATION,3,2/21/11 18:10,0.83,,United Kingdom
544598,20711,JUMBO BAG TOYS ,1,2/21/11 18:10,4.13,,United Kingdom
544598,20712,JUMBO BAG WOODLAND ANIMALS,1,2/21/11 18:10,4.13,,United Kingdom
544598,20713,JUMBO BAG OWLS,1,2/21/11 18:10,4.13,,United Kingdom
544598,20719,WOODLAND CHARLOTTE BAG,1,2/21/11 18:10,1.63,,United Kingdom
544598,20733,GOLD MINI TAPE MEASURE ,2,2/21/11 18:10,0.83,,United Kingdom
544598,20735,BLACK MINI TAPE MEASURE ,2,2/21/11 18:10,0.83,,United Kingdom
544598,20846,ZINC HEART LATTICE T-LIGHT HOLDER,3,2/21/11 18:10,2.46,,United Kingdom
544598,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,1,2/21/11 18:10,12.46,,United Kingdom
544598,20979,36 PENCILS TUBE RED RETROSPOT,1,2/21/11 18:10,2.46,,United Kingdom
544598,21002,ROSE DU SUD DRAWSTRING BAG,1,2/21/11 18:10,3.29,,United Kingdom
544598,21012,ANTIQUE ALL GLASS CANDLESTICK,1,2/21/11 18:10,2.46,,United Kingdom
544598,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2/21/11 18:10,5.79,,United Kingdom
544598,21087,SET/6 POSIES PAPER CUPS,4,2/21/11 18:10,0.83,,United Kingdom
544598,21090,SET/6 COLLAGE PAPER PLATES,3,2/21/11 18:10,0.83,,United Kingdom
544598,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2/21/11 18:10,1.25,,United Kingdom
544598,82600,NO SINGING METAL SIGN,3,2/21/11 18:10,2.1,,United Kingdom
544598,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2/21/11 18:10,1.95,,United Kingdom
544598,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2/21/11 18:10,2.95,,United Kingdom
544598,85231G,ORANGE SCENTED SET/9 T-LIGHTS,6,2/21/11 18:10,0.85,,United Kingdom
544598,85231B,CINAMMON SET OF 9 T-LIGHTS,6,2/21/11 18:10,0.85,,United Kingdom
544598,20676,RED RETROSPOT BOWL,6,2/21/11 18:10,1.25,,United Kingdom
544598,21175,GIN + TONIC DIET METAL SIGN,1,2/21/11 18:10,4.96,,United Kingdom
544598,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2/21/11 18:10,2.46,,United Kingdom
544598,21238,RED RETROSPOT CUP,6,2/21/11 18:10,1.63,,United Kingdom
544598,21314,SMALL GLASS HEART TRINKET POT,1,2/21/11 18:10,4.13,,United Kingdom
544598,21320,GLASS CHALICE GREEN  LARGE ,1,2/21/11 18:10,4.96,,United Kingdom
544598,21326,AGED GLASS SILVER T-LIGHT HOLDER,11,2/21/11 18:10,1.63,,United Kingdom
544598,21332,MOROCCAN BEATEN METAL MIRROR,1,2/21/11 18:10,24.96,,United Kingdom
544598,21407,BROWN CHECK CAT DOORSTOP ,1,2/21/11 18:10,8.29,,United Kingdom
544598,21408,SPOTTY PINK DUCK DOORSTOP,1,2/21/11 18:10,8.29,,United Kingdom
544598,21484,CHICK GREY HOT WATER BOTTLE,1,2/21/11 18:10,7.46,,United Kingdom
544598,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,2/21/11 18:10,4.96,,United Kingdom
544598,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,2/21/11 18:10,2.46,,United Kingdom
544598,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2/21/11 18:10,2.46,,United Kingdom
544598,21787,RAIN PONCHO RETROSPOT,1,2/21/11 18:10,1.63,,United Kingdom
544598,21790,VINTAGE SNAP CARDS,1,2/21/11 18:10,1.63,,United Kingdom
544598,21865,PINK UNION JACK  PASSPORT COVER ,1,2/21/11 18:10,4.13,,United Kingdom
544598,21867,PINK UNION JACK  LUGGAGE TAG,1,2/21/11 18:10,2.46,,United Kingdom
544598,21914,BLUE HARMONICA IN BOX ,2,2/21/11 18:10,2.46,,United Kingdom
544598,21915,RED  HARMONICA IN BOX ,3,2/21/11 18:10,2.46,,United Kingdom
544598,21931,JUMBO STORAGE BAG SUKI,1,2/21/11 18:10,4.13,,United Kingdom
544598,21935,SUKI  SHOULDER BAG,1,2/21/11 18:10,3.29,,United Kingdom
544598,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2/21/11 18:10,15.79,,United Kingdom
544598,22091,EMPIRE TISSUE BOX,1,2/21/11 18:10,2.46,,United Kingdom
544598,22107,PIZZA PLATE IN BOX,1,2/21/11 18:10,7.46,,United Kingdom
544598,22109,FULL ENGLISH BREAKFAST PLATE,1,2/21/11 18:10,7.46,,United Kingdom
544598,22112,CHOCOLATE HOT WATER BOTTLE,1,2/21/11 18:10,10.79,,United Kingdom
544598,22148,EASTER CRAFT 4 CHICKS ,1,2/21/11 18:10,4.13,,United Kingdom
544598,22156,HEART DECORATION WITH PEARLS ,2,2/21/11 18:10,1.63,,United Kingdom
544598,22183,CAKE STAND VICTORIAN FILIGREE MED,1,2/21/11 18:10,5.79,,United Kingdom
544598,22195,LARGE HEART MEASURING SPOONS,1,2/21/11 18:10,3.29,,United Kingdom
544598,22196,SMALL HEART MEASURING SPOONS,1,2/21/11 18:10,1.63,,United Kingdom
544598,22197,SMALL POPCORN HOLDER,4,2/21/11 18:10,1.63,,United Kingdom
544598,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2/21/11 18:10,3.29,,United Kingdom
544598,22244,3 HOOK HANGER MAGIC GARDEN,1,2/21/11 18:10,4.13,,United Kingdom
544598,22321,BIRD DECORATION RED RETROSPOT,1,2/21/11 18:10,1.63,,United Kingdom
544598,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2/21/11 18:10,4.96,,United Kingdom
544598,22354,RETROSPOT PADDED SEAT CUSHION,1,2/21/11 18:10,7.46,,United Kingdom
544598,22355,CHARLOTTE BAG SUKI DESIGN,1,2/21/11 18:10,1.63,,United Kingdom
544598,22366,DOORMAT AIRMAIL ,1,2/21/11 18:10,15.79,,United Kingdom
544598,22377,BOTTLE BAG RETROSPOT ,2,2/21/11 18:10,4.13,,United Kingdom
544598,22383,LUNCH BAG SUKI DESIGN ,2,2/21/11 18:10,4.13,,United Kingdom
544598,22430,ENAMEL WATERING CAN CREAM,1,2/21/11 18:10,9.96,,United Kingdom
544598,22469,HEART OF WICKER SMALL,1,2/21/11 18:10,3.29,,United Kingdom
544598,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,2/21/11 18:10,3.29,,United Kingdom
544598,22502,PICNIC BASKET WICKER SMALL,3,2/21/11 18:10,8.29,,United Kingdom
544598,22568,FELTCRAFT CUSHION OWL,1,2/21/11 18:10,7.46,,United Kingdom
544599,22868,NUMBER TILE COTTAGE GARDEN 0 ,1,2/21/11 18:15,4.13,,United Kingdom
544599,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2,2/21/11 18:15,2.46,,United Kingdom
544599,47585A,PINK FAIRY CAKE CUSHION COVER,2,2/21/11 18:15,9.96,,United Kingdom
544599,48187,DOORMAT NEW ENGLAND,1,2/21/11 18:15,15.79,,United Kingdom
544599,48194,DOORMAT HEARTS,1,2/21/11 18:15,15.79,,United Kingdom
544599,22869,NUMBER TILE COTTAGE GARDEN 1,1,2/21/11 18:15,4.13,,United Kingdom
544599,22870,NUMBER TILE COTTAGE GARDEN 2,2,2/21/11 18:15,4.13,,United Kingdom
544599,22873,NUMBER TILE COTTAGE GARDEN 5,1,2/21/11 18:15,4.13,,United Kingdom
544599,22883,NUMBER TILE VINTAGE FONT 4,1,2/21/11 18:15,4.13,,United Kingdom
544599,22885,NUMBER TILE VINTAGE FONT 6 ,1,2/21/11 18:15,4.13,,United Kingdom
544599,79000,MOROCCAN TEA GLASS,3,2/21/11 18:15,1.65,,United Kingdom
544599,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2/21/11 18:15,8.29,,United Kingdom
544599,84596J,MIXED NUTS LIGHT GREEN BOWL,1,2/21/11 18:15,2.46,,United Kingdom
544599,84913A,SOFT PINK ROSE TOWEL ,4,2/21/11 18:15,3.29,,United Kingdom
544599,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,2/21/11 18:15,4.13,,United Kingdom
544599,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2/21/11 18:15,5.79,,United Kingdom
544599,DCGSSBOY,BOYS PARTY BAG,1,2/21/11 18:15,3.29,,United Kingdom
544599,22896,PEG BAG APPLES DESIGN,1,2/21/11 18:15,4.96,,United Kingdom
544599,22908,PACK OF 20 NAPKINS RED APPLES,1,2/21/11 18:15,1.63,,United Kingdom
544599,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2/21/11 18:15,1.25,,United Kingdom
544599,22960,JAM MAKING SET WITH JARS,2,2/21/11 18:15,8.29,,United Kingdom
544599,22961,JAM MAKING SET PRINTED,3,2/21/11 18:15,3.29,,United Kingdom
544599,22962,JAM JAR WITH PINK LID,1,2/21/11 18:15,1.63,,United Kingdom
544599,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2/21/11 18:15,4.13,,United Kingdom
544599,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1,2/21/11 18:15,5.79,,United Kingdom
